id,name,depth,products,our_path,has_qualifier,passA_verdict,passA_score,passA_n_candidates,passA_shopify,passB_verdict,passB_score,passB_tier,passB_scope,passB_n_candidates,passB_shopify_id,passB_shopify,passB_shopify_en,passB_level,passB_is_leaf,passB_ancestor_level_match,passB_n_attrs,passB_attrs,passB_nearest_miss
995,SARUNG TANGAN UNTUK MOTOR,4,45,"Hobi, Ibadah, dan Olahraga > Perawatan & Suku Cadang Motor > AKSESORIS MOTOR > SARUNG TANGAN UNTUK MOTOR",False,FUZZY,0.75,1,Kendaraan & Suku Cadang > Suku Cadang & Aksesori Kendaraan > Keamanan & Keselamatan Kendaraan > Perlengkapan Pelindung Sepeda Motor > Sarung Tangan Sepeda Motor,FUZZY,0.75,fuzzy-raw,vertical,1,vp-1-6-1-3,Kendaraan & Suku Cadang > Suku Cadang & Aksesori Kendaraan > Keamanan & Keselamatan Kendaraan > Perlengkapan Pelindung Sepeda Motor > Sarung Tangan Sepeda Motor,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Safety & Security > Motorcycle Protective Gear > Motorcycle Gloves,4,True,False,13,Ukuran aksesori | Warna | Penempatan pelindung pada sarung tangan | Insulasi sarung tangan | Bahan sarung tangan | Standar sertifikasi sarung tangan sepeda motor | Tujuan sarung tangan sepeda motor | Konstruksi sarung tangan sepeda motor tahan air | Sistem ukuran perlengkapan pelindung sepeda motor | Pola | Fitur alat pelindung | Jenis kelamin sasaran | Jenis kendaraan,
1094,KABEL AUDIO,4,45,Elektronik > ALAT ELEKTRONIK KANTOR & GADGET > SUKU CADANG KOMPUTER > KABEL AUDIO,False,AMBIGUOUS,0.667,3,Elektronik > Aksesori Elektronik > Kabel > Kabel Audio & Video,AMBIGUOUS,0.667,fuzzy-raw,vertical,3,,,,,,,,,
1259,SEPATU SNEAKERS ANAK PEREMPUAN,4,45,Fashion > SEPATU ANAK & BAYI > SEPATU ANAK & BAYI PEREMPUAN > SEPATU SNEAKERS ANAK PEREMPUAN,True,UNMAPPED,0.4,1,,UNMAPPED,0.5,,global,2,,,,,,,,,Busana dan Aksesori > Sepatu
1387,MINYAK PIJAT / OBAT GOSOK,5,45,Perawatan Diri & Rumah Tangga > Perawatan Diri > OBAT-OBATAN > PEREDA NYERI & OBAT LUAR > MINYAK PIJAT / OBAT GOSOK,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Kesehatan & Kecantikan > Perawatan Tubuh > Pijat & Relaksasi > Minyak Pijat
1697,CENTONG KUAH (SOUP LADLE),8,45,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > CENTONG > CENTONG KUAH (SOUP LADLE),False,UNMAPPED,0.0,0,,UNMAPPED,0.0,,global,0,,,,,,,,,
1729,TEMPAT KECAP,8,45,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > TEMPAT PENYIMPANAN MAKANAN & MINUMAN > TEMPAT PENYIMPANAN MINUMAN / CAIRAN > TEMPAT KECAP,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,"Makanan, Minuman & Tembakau > Item Makanan > Kondimen & Saus > Kecap"
1769,CANGKIR PLASTIK,8,45,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > PERALATAN MAKAN > CANGKIR > CANGKIR PLASTIK,False,UNMAPPED,0.333,11,,UNMAPPED,0.333,,global,11,,,,,,,,,Seni & Hiburan > Hobi & Seni Kreatif > Seni & Kerajinan > Bahan Seni & Kerajinan > Tekstil > Kanvas Kerajinan > Kanvas Plastik
179,PEREKAT,3,44,Perbaikan Rumah > MATERIAL PERBAIKAN RUMAH > PEREKAT,False,UNMAPPED,0.5,3,,UNMAPPED,0.5,,global,3,,,,,,,,,Bisnis & Industri > Medis > Perlengkapan Medis > Perlengkapan Ostomi > Penghilang Perekat
373,USB,3,44,Alat dan Buku Tulis > PERALATAN UMUM > USB,False,UNMAPPED,0.5,3,,UNMAPPED,0.5,,global,3,,,,,,,,,Bisnis & Industri > Sains & Laboratorium > Peralatan Laboratorium > Mikroskop > Mikroskop USB
960,KUNCI KOMBINASI,4,44,Perbaikan Rumah > ALAT ALAT PERBAIKAN RUMAH > KUNCI > KUNCI KOMBINASI,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Rumah & Taman > Keamanan Bisnis & Rumah > Aksesori Brankas Keamanan > Kunci
1474,POPOK (DIAPERS) ANAK & BAYI SEKALI PAKAI (DISPOSABLE) DENGAN PEREKAT,6,44,Keperluan Anak dan Bayi > PERLENGKAPAN ANAK & BAYI > PERLENGKAPAN KEBERSIHAN ANAK & BAYI > POPOK (DIAPERS) ANAK & BAYI > POPOK (DIAPERS) ANAK & BAYI SEKALI PAKAI (DISPOSABLE) > POPOK (DIAPERS) ANAK & BAYI SEKALI PAKAI (DISPOSABLE) DENGAN PEREKAT,True,UNMAPPED,0.375,1,,UNMAPPED,0.375,,global,1,,,,,,,,,Bayi & Balita > Penggantian Popok > Popok > Popok Sekali Pakai
1874,TEMPAT BUMBU,8,44,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > TEMPAT PENYIMPANAN MAKANAN & MINUMAN > TEMPAT PENYIMPANAN MAKANAN > TEMPAT BUMBU,False,UNMAPPED,0.333,34,,UNMAPPED,0.333,,global,34,,,,,,,,,Hewan & Perlengkapan Hewan Piaraan > Perlengkapan Hewan Piaraan > Sistem Penahanan Hewan Piaraan > Tempat Bermain
6,Elektronik,1,43,Elektronik,False,EXACT,1.0,1,Elektronik,EXACT,1.0,exact-raw,vertical,1,el,Elektronik,Electronics,0,False,True,3,Warna | Pola | Sertifikasi keselamatan,
9,Kosmetik dan Alat Kecantikan,1,43,Kosmetik dan Alat Kecantikan,False,FUZZY,0.667,1,Kesehatan & Kecantikan > Perawatan Tubuh > Kosmetik > Alat Kosmetik,FUZZY,0.667,fuzzy-raw,vertical,1,hb-3-2-5,Kesehatan & Kecantikan > Perawatan Tubuh > Kosmetik > Alat Kosmetik,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools,3,False,True,14,Kandungan Alkohol/Pelarut | Ukuran baterai | Jenis baterai | Warna | Keharuman | Jenis Kayu | Bahan | Pola | Sertifikasi & standar produk | Bentuk produk | Bentuk | Cocok untuk jenis kulit | Jenis penggunaan | Finishing kayu,
25,MATERIAL PERBAIKAN RUMAH,2,43,Perbaikan Rumah > MATERIAL PERBAIKAN RUMAH,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Layanan > Layanan Perbaikan Rumah
43,FILE ORGANIZER,2,43,Alat dan Buku Tulis > FILE ORGANIZER,False,UNMAPPED,0.25,3,,UNMAPPED,0.25,,global,3,,,,,,,,,Seni & Hiburan > Hobi & Seni Kreatif > Seni & Kerajinan > Penataan Kerajinan > Organizer Manik-Manik dan Perhiasan
250,SELANG AIR,3,43,"Hobi, Ibadah, dan Olahraga > BERKEBUN > SELANG AIR",False,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,2,,,,,,,,,"Makanan, Minuman & Tembakau > Minuman > Air"
631,MINYAK ZAITUN,4,43,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MINYAK > MINYAK ZAITUN,False,EXACT,1.0,1,"Makanan, Minuman & Tembakau > Item Makanan > Bahan Memasak & Baking > Minyak Goreng > Minyak Zaitun",EXACT,1.0,exact-raw,vertical,1,fb-2-5-12-4,"Makanan, Minuman & Tembakau > Item Makanan > Bahan Memasak & Baking > Minyak Goreng > Minyak Zaitun","Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Cooking Oils > Olive Oil",4,True,False,4,Informasi alergen | Preferensi diet | Metode pengolahan minyak | Persyaratan penyimpanan,
884,KAPAS KECANTIKAN,4,43,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN WAJAH > KAPAS KECANTIKAN,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Seni & Hiburan > Hobi & Seni Kreatif > Seni & Kerajinan > Bahan Seni & Kerajinan > Tekstil > Kain > Kapas
1293,TOPI SEKOLAH,4,43,Fashion > SERAGAM & ATRIBUT SEKOLAH > ATRIBUT SEKOLAH & KELENGKAPAN LAINNYA > TOPI SEKOLAH,False,UNMAPPED,0.5,3,,UNMAPPED,0.5,,global,3,,,,,,,,,Busana dan Aksesori > Aksesori Pakaian > Topi
1500,CAIRAN PEMBERSIH KAMAR MANDI & KLOSET (PORSTEX) KEMASAN BOTOL,6,43,Perawatan Diri & Rumah Tangga > Rumah Tangga > BAHAN PEMBERSIH RUMAH > PEMBERSIH KAMAR MANDI > CAIRAN PEMBERSIH KAMAR MANDI & KLOSET (PORSTEX) > CAIRAN PEMBERSIH KAMAR MANDI & KLOSET (PORSTEX) KEMASAN BOTOL,False,UNMAPPED,0.222,6,,UNMAPPED,0.222,,global,6,,,,,,,,,Bisnis & Industri > Medis > Peralatan Medis > Lift Pasien > Lift Kamar Mandi
1508,KARBOL KEMASAN REFILL (POUCH),6,43,Perawatan Diri & Rumah Tangga > Rumah Tangga > BAHAN PEMBERSIH RUMAH > PEMBERSIH LANTAI > KARBOL > KARBOL KEMASAN REFILL (POUCH),False,UNMAPPED,0.2,2,,UNMAPPED,0.2,,global,2,,,,,,,,,"Busana dan Aksesori > Tas Tangan, Dompet & Kotak > Dompet & Klip Uang > Pouch Leher"
1569,TIRAI,6,43,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERLENGKAPAN RUMAH TANGGA > PERLENGKAPAN KAMAR & KAMAR MANDI > TIRAI,False,EXACT,1.0,1,Rumah & Taman > Dekorasi > Perawatan Jendela > Gorden & Tirai > Tirai,EXACT,1.0,exact-raw,vertical,1,hg-3-74-1-2,Rumah & Taman > Dekorasi > Perawatan Jendela > Gorden & Tirai > Tirai,Home & Garden > Decor > Window Treatments > Curtains & Drapes > Drapes,4,True,False,9,Petunjuk perawatan | Warna | Model kerah gorden | Jenis lapisan gorden | Kain | Kontrol cahaya | Bahan | Jenis pemasangan | Pola,
1799,KEMEJA,5,43,UNUSED > AREA DISPLAY > CARDINAL > CARDINAL NORMAL > KEMEJA,False,AMBIGUOUS,1.0,3,Busana dan Aksesori > Pakaian > Atasan Pakaian > Kemeja,UNMAPPED,0.0,,global,0,,,,,,,,,
642,SAUS SALAD,4,42,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > SAUS > SAUS SALAD,False,EXACT,1.0,1,"Makanan, Minuman & Tembakau > Item Makanan > Kondimen & Saus > Saus Salad",EXACT,1.0,exact-raw,vertical,1,fb-2-4-18,"Makanan, Minuman & Tembakau > Item Makanan > Kondimen & Saus > Saus Salad","Food, Beverages & Tobacco > Food Items > Condiments & Sauces > Salad Dressing",3,True,False,4,Informasi alergen | Preferensi diet | Jenis saus salad | Persyaratan penyimpanan,
1213,JEANS WANITA,4,42,Fashion > FASHION WANITA > BAWAHAN WANITA > JEANS WANITA,True,UNMAPPED,0.5,1,,EXACT,1.0,exact-stripped,vertical,1,aa-1-25-1-4,Busana dan Aksesori > Pakaian > Pakaian Bayi & Anak > Celana Bayi & Anak > Jeans,Apparel & Accessories > Clothing > Baby & Children's Clothing > Baby & Children's Bottoms > Jeans,4,True,False,8,Fitur pakaian bayi/balita | Warna | Kain | Jenis panjang celana | Pola | Ukuran | Jenis ukuran | Jenis kelamin sasaran,
1433,PENGHARUM RUANGAN ELEKTRIK REFILL SAJA,5,42,Perawatan Diri & Rumah Tangga > Rumah Tangga > PENGHARUM RUANGAN > PENGHARUM RUANGAN ELEKTRIK > PENGHARUM RUANGAN ELEKTRIK REFILL SAJA,False,UNMAPPED,0.25,1,,UNMAPPED,0.25,,global,1,,,,,,,,,Rumah & Taman > Perlengkapan Rumah Tangga > Aksesori Pemadat Sampah > Pengharum Ruangan untuk Mesin Pemadatan Sampah
1477,SABUN CUCI TANGAN CAIR KEMASAN BOTOL,6,42,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN BADAN > SABUN CUCI TANGAN > SABUN CUCI TANGAN CAIR > SABUN CUCI TANGAN CAIR KEMASAN BOTOL,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Kesehatan & Kecantikan > Perawatan Tubuh > Kosmetik > Mandi & Perawatan Tubuh > Sabun Tangan Cair
20,PERLENGKAPAN ANAK & BAYI,2,41,Keperluan Anak dan Bayi > PERLENGKAPAN ANAK & BAYI,True,UNMAPPED,0.5,11,,UNMAPPED,0.5,,global,11,,,,,,,,,Busana dan Aksesori > Pakaian > Pakaian Bayi & Anak
367,SAMPUL BUKU,3,41,Alat dan Buku Tulis > PERALATAN UMUM > SAMPUL BUKU,False,EXACT,1.0,1,Perlengkapan Kantor > Aksesori Buku > Sampul Buku,EXACT,1.0,exact-raw,vertical,1,os-1-1,Perlengkapan Kantor > Aksesori Buku > Sampul Buku,Office Supplies > Book Accessories > Book Covers,2,True,True,4,Bahan sampul buku | Jenis penutupan | Warna | Pola,
426,KALUNG DEWASA,3,41,Fashion > PERHIASAN DEWASA > KALUNG DEWASA,True,UNMAPPED,0.5,2,,EXACT,1.0,exact-stripped,vertical,1,aa-6-8,Busana dan Aksesori > Perhiasan > Kalung,Apparel & Accessories > Jewelry > Necklaces,2,True,True,8,Kelompok usia | Warna | Bahan perhiasan | Jenis perhiasan | Desain kalung | Jenis panjang kalung | Pola | Jenis kelamin sasaran,
963,KUNCI RING,4,41,Perbaikan Rumah > ALAT ALAT PERBAIKAN RUMAH > KUNCI > KUNCI RING,False,FUZZY,0.667,1,Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Pelat Perlengkapan > Pelat Ring Kunci,FUZZY,0.667,fuzzy-raw,vertical,1,ha-10-2-5-2,Perkakas > Perpipaan > Perkakas & Suku Cadang Perlengkapan Perpipaan > Pelat Perlengkapan > Pelat Ring Kunci,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Fixture Plates > Escutcheon Plates,4,True,False,3,Warna | Bahan perangkat keras | Pola,
1086,KEYBOARD,4,41,Elektronik > ALAT ELEKTRONIK KANTOR & GADGET > PERLENGKAPAN KOMPUTER > KEYBOARD,False,UNMAPPED,0.5,7,,UNMAPPED,0.5,,global,7,,,,,,,,,Elektronik > Aksesori Elektronik > Komponen Komputer > Aksesori Perangkat Input > Tombol & Tutup Kibor > Keycap Keyboard
1270,TAS RANSEL LAPTOP PRIA,4,41,Fashion > TAS & KOPER > TAS PRIA > TAS RANSEL LAPTOP PRIA,True,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,3,,,,,,,,,"Busana dan Aksesori > Tas Tangan, Dompet & Kotak > Tas Tangan > Tas Ransel Tangan"
24,ALAT ALAT PERBAIKAN RUMAH,2,40,Perbaikan Rumah > ALAT ALAT PERBAIKAN RUMAH,False,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,2,,,,,,,,,Elektronik > Komunikasi > Teleponi > Aksesori Ponsel & Ponsel Pintar > Alat Perbaikan Ponsel
167,SCRAPPER (KAPE),3,40,Perbaikan Rumah > ALAT ALAT PERBAIKAN RUMAH > SCRAPPER (KAPE),False,UNMAPPED,0.0,0,,UNMAPPED,0.0,,global,0,,,,,,,,,
382,KIPAS TANGAN LIPAT,3,40,Fashion > AKSESORIS FASHION DEWASA > KIPAS TANGAN LIPAT,False,UNMAPPED,0.333,1,,UNMAPPED,0.333,,global,1,,,,,,,,,Rumah & Taman > Peralatan Rumah Tangga > Peralatan Kontrol Iklim > Kipas
410,KACAMATA ANAK,3,40,Fashion > KACAMATA > KACAMATA ANAK,True,UNMAPPED,0.5,1,,EXACT,1.0,exact-stripped,global,1,hb-3-19-4,Kesehatan & Kecantikan > Perawatan Tubuh > Perawatan Penglihatan > Kacamata,Health & Beauty > Personal Care > Vision Care > Eyeglasses,3,True,False,23,Kelompok usia | Warna | Konstruksi | Bahan hiasan/trim | Warna bingkai kacamata | Desain bingkai kacamata | Bahan bingkai kacamata | Pola bingkai kacamata | Bentuk bingkai kacamata | Jenis engsel kacamata | Bahan lensa kacamata | Bahan perhiasan | Pelapis lensa | Warna lensa | Pola lensa | Jenis lensa | Bahan | Desain bingkai optik | Pola | Sterilitas produk | Jenis kelamin sasaran | Warna pelipis | Pola pelipis,
588,IKAN & SEAFOOD BEKU,4,40,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MAKANAN BEKU > IKAN & SEAFOOD BEKU,False,UNMAPPED,0.25,8,,UNMAPPED,0.25,,global,8,,,,,,,,,Hewan & Perlengkapan Hewan Piaraan > Perlengkapan Hewan Piaraan > Perlengkapan Ikan & Akuatik > Makanan Ikan
640,MAYONES,4,40,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > SAUS > MAYONES,False,EXACT,1.0,1,"Makanan, Minuman & Tembakau > Item Makanan > Kondimen & Saus > Mayones",EXACT,1.0,exact-raw,vertical,1,fb-2-4-11,"Makanan, Minuman & Tembakau > Item Makanan > Kondimen & Saus > Mayones","Food, Beverages & Tobacco > Food Items > Condiments & Sauces > Mayonnaise",3,True,False,3,Informasi alergen | Preferensi diet | Persyaratan penyimpanan,
953,PENGHARUM RUANGAN GANTUNG,4,40,Perawatan Diri & Rumah Tangga > Rumah Tangga > PENGHARUM RUANGAN > PENGHARUM RUANGAN GANTUNG,False,UNMAPPED,0.333,1,,UNMAPPED,0.333,,global,1,,,,,,,,,Rumah & Taman > Perlengkapan Rumah Tangga > Aksesori Pemadat Sampah > Pengharum Ruangan untuk Mesin Pemadatan Sampah
1097,KABEL LAN,4,40,Elektronik > ALAT ELEKTRONIK KANTOR & GADGET > SUKU CADANG KOMPUTER > KABEL LAN,False,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,2,,,,,,,,,Elektronik > Aksesori Elektronik > Kabel
1414,PELICIN PAKAIAN KEMASAN REFILL (POUCH),5,40,Perawatan Diri & Rumah Tangga > Rumah Tangga > BAHAN LAUNDRY > PELICIN PAKAIAN  > PELICIN PAKAIAN KEMASAN REFILL (POUCH),False,UNMAPPED,0.2,1,,UNMAPPED,0.2,,global,1,,,,,,,,,Busana dan Aksesori > Pakaian
1504,CAIRAN PEMBERSIH LANTAI KEMASAN BOTOL,6,40,Perawatan Diri & Rumah Tangga > Rumah Tangga > BAHAN PEMBERSIH RUMAH > PEMBERSIH LANTAI > CAIRAN PEMBERSIH LANTAI > CAIRAN PEMBERSIH LANTAI KEMASAN BOTOL,False,UNMAPPED,0.4,1,,UNMAPPED,0.4,,global,1,,,,,,,,,Rumah & Taman > Peralatan Rumah Tangga > Pembersih Lantai & Uap > Pembersih Lantai
130,PERLENGKAPAN ANAK & BAYI LAINNYA ,3,39,Keperluan Anak dan Bayi > PERLENGKAPAN ANAK & BAYI > PERLENGKAPAN ANAK & BAYI LAINNYA ,True,UNMAPPED,0.5,11,,UNMAPPED,0.5,,global,11,,,,,,,,,Busana dan Aksesori > Pakaian > Pakaian Bayi & Anak
148,ANTI HAMA & SERANGGA,3,39,Perawatan Diri & Rumah Tangga > Rumah Tangga > ANTI HAMA & SERANGGA,False,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,2,,,,,,,,,Busana dan Aksesori > Aksesori Pakaian > Gelang Tangan > Gelang Anti Serangga
205,PERAWATAN MOBIL,3,39,"Hobi, Ibadah, dan Olahraga > Perawatan & Suku Cadang Mobil > PERAWATAN MOBIL",False,FUZZY,0.667,1,Layanan > Layanan Otomotif > Perbaikan & Perawatan Mobil,FUZZY,0.667,fuzzy-raw,global,1,se-1-3,Layanan > Layanan Otomotif > Perbaikan & Perawatan Mobil,Services > Automotive Services > Car Repair & Maintenance,2,True,True,0,,
368,SELOTIP,3,39,Alat dan Buku Tulis > PERALATAN UMUM > SELOTIP,False,UNMAPPED,0.5,5,,UNMAPPED,0.5,,global,5,,,,,,,,,Perlengkapan Kantor > Perlengkapan Kantor Umum > Selotip Kantor
425,GELANG DEWASA,3,39,Fashion > PERHIASAN DEWASA > GELANG DEWASA,True,UNMAPPED,0.5,2,,EXACT,1.0,exact-stripped,vertical,1,aa-6-3,Busana dan Aksesori > Perhiasan > Gelang,Apparel & Accessories > Jewelry > Bracelets,2,True,True,8,Kelompok usia | Desain gelang | Warna | Bahan perhiasan | Jenis perhiasan | Desain kalung | Pola | Jenis kelamin sasaran,
543,POPCORN,4,39,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > POPCORN,False,EXACT,1.0,1,"Makanan, Minuman & Tembakau > Item Makanan > Makanan Ringan > Popcorn",EXACT,1.0,exact-raw,vertical,1,fb-2-17-9,"Makanan, Minuman & Tembakau > Item Makanan > Makanan Ringan > Popcorn","Food, Beverages & Tobacco > Food Items > Snack Foods > Popcorn",3,False,True,5,Informasi alergen | Preferensi diet | Bentuk popcorn | Varietas biji jagung popcorn | Persyaratan penyimpanan,
867,BANTAL ANAK & BAYI,4,39,Keperluan Anak dan Bayi > PERLENGKAPAN ANAK & BAYI > PERLENGKAPAN TIDUR ANAK & BAYI > BANTAL ANAK & BAYI,True,UNMAPPED,0.5,11,,UNMAPPED,0.5,,global,12,,,,,,,,,Busana dan Aksesori > Pakaian > Pakaian Bayi & Anak
1218,STOCKING WANITA,4,39,Fashion > FASHION WANITA > BAWAHAN WANITA > STOCKING WANITA,True,UNMAPPED,0.25,3,,UNMAPPED,0.25,,global,3,,,,,,,,,Busana dan Aksesori > Pakaian > Lingeri > Celana Dalam Wanita
1653,RAK PENGERING PIRING,7,39,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > RAK PENGERING PIRING,False,FUZZY,0.667,1,Rumah & Taman > Dapur & Ruang Makan > Peralatan & Perlengkapan Dapur > Rak Piring & Papan Peniris > Rak Piring,FUZZY,0.667,fuzzy-raw,vertical,1,hg-11-8-22-1,Rumah & Taman > Dapur & Ruang Makan > Peralatan & Perlengkapan Dapur > Rak Piring & Papan Peniris > Rak Piring,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Dish Racks & Drain Boards > Dish Racks,4,True,False,10,Petunjuk pembersihan | Warna | Fitur | Jenis Kayu | Bahan | Jenis pemasangan | Pola | Penempatan yang didukung | Bahan alat/perkakas | Finishing kayu,
1678,SENDOK,7,39,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > PERALATAN MAKAN > SENDOK,False,EXACT,1.0,1,Rumah & Taman > Dapur & Ruang Makan > Peralatan Makan > Peralatan Makan > Sendok,EXACT,1.0,exact-raw,vertical,1,hg-11-10-6-6,Rumah & Taman > Dapur & Ruang Makan > Peralatan Makan > Peralatan Makan > Sendok,Home & Garden > Kitchen & Dining > Tableware > Flatware > Spoons,4,False,True,12,Ukuran aksesori | Petunjuk pembersihan | Warna | Konstruksi | Bahan hiasan/trim | Finis | Bahan peralatan makan | Bahan pegangan | Jenis Kayu | Pola | Bahan peralatan makan | Finishing kayu,
1699,KOREK API GAS,8,39,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > KOREK API > KOREK API GAS,False,UNMAPPED,0.25,12,,UNMAPPED,0.25,,global,12,,,,,,,,,Seni & Hiburan > Hobi & Seni Kreatif > Barang Koleksi > Model Skala > Kereta Api
1701,NAMPAN PLASTIK,8,39,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > NAMPAN > NAMPAN PLASTIK,False,UNMAPPED,0.333,3,,UNMAPPED,0.333,,global,3,,,,,,,,,Seni & Hiburan > Hobi & Seni Kreatif > Seni & Kerajinan > Bahan Seni & Kerajinan > Tekstil > Kanvas Kerajinan > Kanvas Plastik
1719,PANCI SAYUR,8,39,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT MASAK > PANCI > PANCI SAYUR,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Rumah & Taman > Dapur & Ruang Makan > Aksesori Peralatan Dapur > Aksesori Pembuat Yoghurt > Panci
214,KAIN FELT,3,38,"Hobi, Ibadah, dan Olahraga > MENJAHIT > KAIN FELT",False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,Seni & Hiburan > Hobi & Seni Kreatif > Seni & Kerajinan > Bahan Seni & Kerajinan > Tekstil > Kain
324,FRAME FOTO,3,38,Alat dan Buku Tulis > DEKORASI & KELENGKAPAN PESTA > FRAME FOTO,False,UNMAPPED,0.5,1,,UNMAPPED,0.5,,global,1,,,,,,,,,"Rumah & Taman > Dekorasi > Karya Seni > Poster, Cetakan & Karya Seni Visual > Foto"
520,KOPI RTD KEMASAN BOTOL/ PACK,4,38,"Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI INSTAN (RTD) > KOPI RTD KEMASAN BOTOL/ PACK",False,UNMAPPED,0.2,2,,UNMAPPED,0.2,,global,2,,,,,,,,,"Makanan, Minuman & Tembakau > Minuman > Kopi"
648,SELAI,4,38,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > SELAI & OLESAN > SELAI,False,UNMAPPED,0.5,2,,UNMAPPED,0.5,,global,2,,,,,,,,,"Makanan, Minuman & Tembakau > Item Makanan > Cocolan & Olesan > Selai & Jeli"
673,KURMA,4,38,Makanan dan Minuman > FRESH > BUAH > KURMA,False,EXACT,1.0,1,"Makanan, Minuman & Tembakau > Item Makanan > Buah & Sayur > Buah Segar & Beku > Kurma",EXACT,1.0,exact-raw,vertical,1,fb-2-10-7-12,"Makanan, Minuman & Tembakau > Item Makanan > Buah & Sayur > Buah Segar & Beku > Kurma","Food, Beverages & Tobacco > Food Items > Fruits & Vegetables > Fresh & Frozen Fruits > Dates",4,True,False,6,Informasi alergen | Variasi tanggal | Preferensi diet | Bentuk produk makanan | Gaya potongan buah | Persyaratan penyimpanan,
1385,MINYAK KAYU PUTIH,5,38,Perawatan Diri & Rumah Tangga > Perawatan Diri > OBAT-OBATAN > PEREDA NYERI & OBAT LUAR > MINYAK KAYU PUTIH,False,UNMAPPED,0.25,53,,UNMAPPED,0.25,,global,53,,,,,,,,,Hewan & Perlengkapan Hewan Piaraan > Perlengkapan Hewan Piaraan > Vitamin & Suplemen Hewan Piaraan > Minyak Ikan
