id,name,name_en,path,depth,numchild,full_code,is_public,products,products_active,cum_products
624,MINYAK GORENG,,00010006000B0002,4,0,A001-05-11-02,true,86,44,77898
408,JAM TANGAN PRIA,,000800060002,3,0,A008-06-02,true,85,81,77983
1890,CETAKAN MAKANAN,,000B000A0007000100030001001B,7,0,A003-02-05-01-03-01-047,true,85,46,78068
277,BATERAI,,000600030004,3,0,A006-03-04,true,84,81,78152
463,PEWARNA KUKU,,000900030004,3,0,A009-03-04,true,84,71,78236
551,PERMEN JELLY,,0001000500050004,4,0,A001-04-05-04,true,84,63,78320
597,MAKANAN BEKU LAINNYA,,000100060007000G,4,0,A001-05-07-99,true,84,71,78404
309,STABILO,,000700020005,3,0,A007-02-05,true,83,65,78487
403,GAUN,,000800050006,3,4,A008-05-06,true,83,83,78570
1350,ROTI LAINNYA,,00010006000F00050002,5,0,A001-05-15-05-99,true,83,80,78653
445,SEPATU SNEAKERS WANITA,,0008000D0008,3,0,A008-13-08,true,82,82,78735
1298,SERAGAM PRAMUKA,,0008000F00020005,4,0,A008-15-02-05,true,82,64,78817
1322,SUSU KESEHATAN,,00010003000200020007,5,0,A001-02-01-02-07,true,82,59,78899
528,TEH KEMASAN BOTOL,,0001000400070002,4,0,A001-03-05-02,true,81,62,78980
882,VITAMIN RAMBUT,,000B00080001000B,4,0,A003-01-01-11,true,81,64,79061
918,ALAT CUKUR,,000B000800060001,4,0,A003-01-06-01,true,81,64,79142
1004,OLI MOTOR,,0005000800030004,4,0,A005-02-03-04,true,81,69,79223
1194,ATASAN MUSLIM WANITA,,0008000500030001,4,0,A008-05-03-01,true,81,77,79304
1461,PAKAIAN RENANG WANITA,,00080008000200030001,5,0,A008-08-02-03-01,true,81,81,79385
1613,EMBER TANPA TUTUP,,000B000A00070001000200030002,7,0,A003-02-05-01-02-03-02,true,81,76,79466
1786,FOOD COURT,,000F00070007,3,0,Z003-B001-01,true,81,80,79547
1403,POPOK (DIAPERS) DEWASA SEKALI PAKAI (DISPOSABLE) MODEL CELANA,,000B0008000C00010001,5,0,A003-01-12-01-01,true,80,56,79627
222,RESLETING / SELETING / RITSLETING,,00050002000E,3,0,A005-03-14,true,79,54,79706
539,KERIPIK SINGKONG,,0001000500030004,4,0,A001-04-03-04,true,79,61,79785
620,PASTA KERING,,00010006000A0005,4,0,A001-05-10-05,true,79,47,79864
830,DOT & EMPENG (PACIFIER),,0002000200050002,4,0,A002-02-05-02,true,79,72,79943
895,TONER,,000B00080002000D,4,0,A003-01-02-13,true,79,43,80022
1563,KAPSTOK,,000B000A0007000200030006,6,0,A003-02-05-02-03-06,true,79,71,80101
292,SENTER,,00060003000J,3,0,A006-03-19,true,78,68,80179
1072,PERALATAN PERAWATAN KUCING,,0005000700010005,4,0,A005-08-01-05,true,78,71,80257
1785,INVENTORY KANTOR,,000D,1,0,Z001,false,78,76,80335
39,ALAT TULIS,,00070002,2,8,A007-02,true,77,69,80412
80,KOPI INSTAN (RTD),,000100040003,3,2,A001-03-02,true,77,40,80489
514,SIRUP,,000100030002000E,4,0,A001-02-01-14,true,77,62,80566
923,PEMBERSIH KEWANITAAN,,000B000800070003,4,0,A003-01-07-03,true,77,52,80643
1249,SEPATU OLAHRAGA ANAK LAKI-LAKI,,0008000B00010005,4,0,A008-11-01-05,true,77,77,80720
74,ALAT LAINNYA,,000A0008,2,10,A010-08,true,76,76,80796
564,BERAS PUTIH,,0001000600020005,4,0,A001-05-02-05,true,76,43,80872
286,KABEL GULUNG,,00060003000D,3,0,A006-03-13,true,75,67,80947
378,AKSESORIS RAMBUT DEWASA,,000800020002,3,4,A008-02-02,true,75,64,81022
394,BAJU MUSLIM PRIA,,000800040005,3,4,A008-04-03,true,75,75,81097
407,JAM TANGAN ANAK,,000800060001,3,0,A008-06-01,true,75,70,81172
829,BOTOL SUSU,,0002000200050001,4,0,A002-02-05-01,true,75,73,81247
1160,TOPI BAYI,,0008000300030008,4,0,A008-03-03-08,true,75,73,81322
835,COOLER BAG,,0002000300010002,4,0,A002-03-01-02,true,74,69,81396
1638,KANTONG PLASTIK KRESEK,,000B000A0007000100030001000J,7,0,A003-02-05-01-03-01-19,true,74,61,81470
1691,KONTAINER,,000B000A00070001000300060003,7,0,A003-02-05-01-03-06-03,true,74,64,81544
362,LAKBAN,,00070008000H,3,0,A007-08-17,true,73,68,81617
647,OLESAN,,00010006000E0001,4,0,A001-05-14-01,true,73,54,81690
903,LULUR ,,000B000800030008,4,0,A003-01-03-08,true,73,60,81763
1085,HEADSET,,0006000200010007,4,0,A006-02-01-07,true,73,61,81836
298,CAT UNTUK MENGGAMBAR / MELUKIS,,000700010002,3,0,A007-01-02,true,72,56,81908
1313,AIR MINERAL KEMASAN BOTOL,,00010003000200010001,5,0,A001-02-01-01-01,true,72,63,81980
1384,MINYAK ANGIN,,000B0008000A00010007,5,0,A003-01-10-01-07,true,72,63,82052
1557,MEJA LIPAT,,000B000A0007000200020002,6,0,A003-02-05-02-02-02,true,72,70,82124
1749,MANGKUK MELAMIN,,000B000A000700010003000500040004,8,0,A003-02-05-01-03-05-04-04,true,72,64,82196
488,SEPEDA ANAK,,000A00060004,3,0,A010-06-04,true,71,69,82267
649,GRANOLA,,00010006000F0001,4,0,A001-05-15-01,true,71,36,82338
909,OBAT KUMUR (MOUTHWASH) DEWASA,,000B000800040002,4,0,A003-01-04-02,true,71,53,82409
956,PERLENGKAPAN RUMAH TANGGA,,000B000A00070002,4,5,A003-02-05-02,true,71,70,82480
1203,ATASAN BATIK WANITA,,0008000500040001,4,0,A008-05-04-01,true,71,56,82551
1647,PENYARING (STRAINER),,000B000A0007000100030001000S,7,0,A003-02-05-01-03-01-28,true,71,61,82622
190,KERAN AIR,,000400030008,3,3,A004-03-08,true,70,63,82692
194,PIPA,,00040003000C,3,0,A004-03-12,true,70,66,82762
392,ATASAN PRIA,,000800040003,3,3,A008-04-01,true,70,70,82832
874,MASKER RAMBUT (HAIR MASK),,000B000800010003,4,0,A003-01-01-03,true,70,46,82902
1071,PERALATAN PERAWATAN IKAN,,0005000700010004,4,0,A005-08-01-04,true,70,66,82972
1225,KORSET WANITA,,0008000500070003,4,0,A008-05-07-03,true,70,65,83042
993,JAS HUJAN/PONCO,,0005000800010002,4,0,A005-02-01-02,true,69,49,83111
52,JAM TANGAN,,00080006,2,3,A008-06,true,68,51,83179
1131,SISIR ANAK,,0008000100010005,4,0,A008-01-01-05,true,68,65,83247
1169,SWEATER PRIA,,0008000400040006,4,0,A008-04-02-06,true,68,68,83315
313,BUKU NON FIKSI,,000700030003,3,0,A007-03-03,true,67,22,83382
451,ATRIBUT SEKOLAH & KELENGKAPAN LAINNYA,,0008000F0001,3,8,A008-15-01,true,67,67,83449
1137,PAYUNG,,0008000200080001,4,0,A008-02-08-01,true,67,64,83516
304,PENSIL WARNA WARNI,,000700010008,3,0,A007-01-08,true,66,46,83582
412,KACAMATA HITAM,,000800070003,3,0,A008-07-03,true,66,65,83648
541,GRANOLA BAR & NUTRISI BAR,,0001000500040001,4,0,A001-04-04-01,true,66,48,83714
797,MINYAK TELON,,0002000100020002,4,0,A002-01-02-02,true,66,46,83780
1334,KERUPUK SIAP MAKAN,,00010006000800060002,5,0,A001-05-08-06-02,true,66,53,83846
1757,GELAS / CUP PLASTIK,,000B000A000700010003000500050005,8,0,A003-02-05-01-03-05-05-05,true,66,61,83912
174,CAT,,000400020003,3,0,A004-02-03,true,65,48,83977
202,WALLPAPER DINDING (STIKER DINDING) & POSTER,,00040003000K,3,0,A004-03-20,true,65,48,84042
355,GUNTING KERTAS,,00070008000A,3,0,A007-08-10,true,65,55,84107
508,MINUMAN DENGAN NATA DE COCO (KELAPA),,0001000300020008,4,0,A001-02-01-08,true,65,47,84172
1193,SWEATER WANITA,,0008000500020005,4,0,A008-05-02-05,true,65,65,84237
1333,KERUPUK MENTAH DALAM KEMASAN,,00010006000800060001,5,0,A001-05-08-06-01,true,65,40,84302
1448,SENAR GITAR,,00050004000100020004,5,0,A005-05-01-02-04,true,65,57,84367
1274,KOPER KABIN,,0008000E00030002,4,2,A008-14-03-02,true,64,64,84431
1471,SABUN ANAK & BAYI CAIR KEMASAN BOTOL,,000200010003000700020001,6,0,A002-01-03-07-02-01,true,64,49,84495
1482,OBAT BATUK & PILEK DEWASA,,000B0008000A000200010002,6,0,A003-01-10-02-01-02,true,64,55,84559
1542,ALAT MASAK,,000B000A0007000100030002,6,8,A003-02-05-01-03-02,true,64,62,84623
851,BOTOL AIR MINUM ANAK & BAYI,,0002000300040002,4,0,A002-03-04-02,true,63,61,84686
1138,PAYUNG LIPAT,,0008000200080002,4,0,A008-02-08-02,true,63,53,84749
1212,CELANA PENDEK WANITA,,0008000500050003,4,0,A008-05-05-03,true,63,62,84812
442,SEPATU FLAT DAN SEPATU BALET WANITA,,0008000D0005,3,0,A008-13-05,true,62,60,84874
571,BUMBU DAPUR LAINNYA,,0001000600030007,4,0,A001-05-03-99,true,62,32,84936
1321,SUSU KENTAL MANIS,,00010003000200020006,5,0,A001-02-01-02-06,true,62,46,84998
1332,JAJANAN TRADISIONAL LAINNYA,,00010005000400060006,5,0,A001-04-04-06-99,true,62,54,85060
1478,SABUN CUCI TANGAN CAIR KEMASAN REFILL (POUCH),,000B00080003000A00020002,6,0,A003-01-03-10-02-02,true,62,39,85122
125,PERALATAN MAKAN ANAK & BAYI,,000200020003,3,3,A002-02-03,true,61,61,85183
206,AKSESORIS MOTOR,,000500080001,3,4,A005-02-01,true,61,52,85244
512,MINUMAN RINGAN (SODA),,000100030002000C,4,0,A001-02-01-12,true,61,53,85305
525,TEH BUBUK,,0001000400050002,4,0,A001-03-04-02,true,61,47,85366
921,PANTY LINER,,000B000800070001,4,0,A003-01-07-01,true,61,39,85427
1404,POPOK (DIAPERS) DEWASA SEKALI PAKAI (DISPOSABLE) DENGAN PEREKAT,,000B0008000C00010002,5,0,A003-01-12-01-02,true,61,39,85488
613,MIE INSTAN DALAM KEMASAN CUP,,0001000600090004,4,0,A001-05-09-04,true,60,51,85548
795,SIKAT GIGI ANAK & BAYI,,0002000100010004,4,0,A002-01-01-04,true,60,55,85608
1252,KAUS KAKI ANAK & BAYI PEREMPUAN,,0008000B00020001,4,0,A008-11-02-01,true,60,58,85668
1637,JEPITAN (TONGS),,000B000A0007000100030001000I,7,0,A003-02-05-01-03-01-18,true,60,49,85728
1852,SAOS CABAI KEMASAN BOTOL,,00010006000D000600030002,6,0,A001-05-13-06-03-02,true,60,52,85788
424,CINCIN DEWASA,,0008000A0003,3,0,A008-10-03,true,59,39,85847
444,SEPATU SLIP ON WANITA,,0008000D0007,3,0,A008-13-07,true,59,59,85906
966,OBENG BIASA,,00040001000B0001,4,0,A004-01-11-01,true,59,55,85965
1207,KEBAYA WANITA,,0008000500040005,4,0,A008-05-04-05,true,59,59,86024
1396,OBAT MINUM LAINNYA,,000B0008000A00020006,5,0,A003-01-10-02-99,true,59,47,86083
1532,GAYUNG,,000B000A0007000100020004,6,0,A003-02-05-01-02-04,true,59,57,86142
1543,TEMPAT PENYIMPANAN MAKANAN & MINUMAN,,000B000A0007000100030003,6,2,A003-02-05-01-03-03,true,59,52,86201
254,SAJADAH,,000500060001,3,0,A005-07-01,true,58,54,86259
527,TEH INSTAN SERBUK BERPERISA,,0001000400070001,4,0,A001-03-05-01,true,58,41,86317
548,MARSHMALLOW,,0001000500050001,4,0,A001-04-05-01,true,58,37,86375
555,BAHAN PEWARNA DAN PERISA KUE,,0001000600010002,4,0,A001-05-01-02,true,58,35,86433
584,BAKSO BEKU,,0001000600070003,4,0,A001-05-07-03,true,58,39,86491
328,STIKER,,000700050007,3,0,A007-05-07,true,57,52,86548
1198,JILBAB WANITA,,0008000500030005,4,0,A008-05-03-05,true,57,55,86605
1319,SUSU IBU HAMIL,,00010003000200020004,5,0,A001-02-01-02-04,true,57,31,86662
1576,FLOOR MOP UNTUK PEL,,000B000A00070001000100010002,7,0,A003-02-05-01-01-01-02,true,57,56,86719
1619,TEMPAT TISSUE MEJA,,000B000A000700010002000B0002,7,0,A003-02-05-01-02-11-02,true,57,44,86776
1878,SAKLAR,,00040001000L,3,0,A004-01-A21,true,57,54,86833
54,PAKAIAN OLAHRAGA,,00080008,2,3,A008-08,true,56,56,86889
344,KERTAS PRINTER,,000700070008,3,0,A007-07-08,true,56,46,86945
585,DAGING AYAM BEKU,,0001000600070004,4,0,A001-05-07-04,true,56,43,87001
1285,TAS TOTE WANITA,,0008000E0004000A,4,0,A008-14-04-10,true,56,54,87057
1597,SARUNG TANGAN KAIN,,000B000A000700010001000A0001,7,0,A003-02-05-01-01-10-01,true,56,53,87113
1804,JEANS,,000F0007000300020001,5,0,Z003-B001-05-01-01,true,56,56,87169
1840,SERUTAN,,000700020008,3,0,A007-02-07,true,56,44,87225
431,SANDAL GUNUNG PRIA,,0008000C0002,3,0,A008-12-02,true,55,54,87280
900,BODY SCRUB,,000B000800030005,4,0,A003-01-03-05,true,55,37,87335
1196,CIPUT WANITA,,0008000500030003,4,0,A008-05-03-03,true,55,55,87390
61,SERAGAM & ATRIBUT SEKOLAH,,0008000F,2,2,A008-15,true,54,48,87444
464,BULU MATA PALSU,,000900040001,3,0,A009-04-01,true,54,54,87498
466,EYEBROW,,000900040003,3,0,A009-04-03,true,54,37,87552
609,SOSIS SIAP MAKAN,,000100060008000C,4,0,A001-05-08-12,true,54,46,87606
1831,Peralatan & Perlengkapan Rumah Tangga,,000B000A0007,3,2,A003-02-05,true,54,52,87660
1837,TEPUNG BUMBU INSTAN,,0001000600030008,4,0,A001-05-03-07,true,54,41,87714
366,PENGGARIS,,00070008000L,3,0,A007-08-21,true,53,49,87767
447,TAS ANAK,,0008000E0001,3,3,A008-14-01,true,53,48,87820
764,SAYURAN CAMPUR DALAM KEMASAN,,000100070005001X,4,0,A001-06-05-70,true,53,53,87873
1562,JAM,,000B000A0007000200030005,6,2,A003-02-05-02-03-05,true,53,51,87926
1607,TISU BASAH NON BABY,,000B000A000700010001000D0001,7,0,A003-02-05-01-01-13-01,true,53,22,87979
104,SELAI & OLESAN,,00010006000E,3,2,A001-05-14,true,52,0,88031
1104,CHARGER HP,,0006000200030002,4,0,A006-02-03-02,true,52,49,88083
1540,SPONS MANDI (SHOWER NET),,000B000A000700010002000C,6,0,A003-02-05-01-02-12,true,52,41,88135
27,Perawatan & Suku Cadang Mobil,,00050001,2,3,A005-01,true,51,34,88186
888,LOTION SCRUB WAJAH,,000B000800020006,4,0,A003-01-02-06,true,51,37,88237
1096,KABEL HDMI,,0006000200020004,4,0,A006-02-02-04,true,51,43,88288
1114,LILIN LAINNYA,,0007000500050001,4,0,A007-05-05-01,true,51,44,88339
1370,DEODORAN SPRAY,,000B0008000500020004,5,0,A003-01-05-02-04,true,51,32,88390
1589,LAP KANEBO,,000B000A00070001000100030008,7,0,A003-02-05-01-01-03-08,true,51,49,88441
598,ABON,,0001000600080001,4,0,A001-05-08-01,true,50,38,88491
652,OAT & HAVERMOUT,,00010006000F0004,4,0,A001-05-15-04,true,50,34,88541
1606,SIKAT TOILET / WC,,000B000A000700010001000C0007,7,0,A003-02-05-01-01-12-07,true,50,44,88591
1857,TALENAN,,000B000A0007000100030001001A,7,0,A003-02-05-01-03-01-46,true,50,39,88641
47,AKSESORIS FASHION ANAK,,00080001,2,2,A008-01,true,49,48,88690
165,PALU/MARTIL,,00040001000D,3,0,A004-01-13,true,49,36,88739
178,PAKU,,000400020007,3,0,A004-02-07,true,49,45,88788
299,CRAYON,,000700010003,3,0,A007-01-03,true,49,36,88837
334,BOX FILE,,000700060001,3,0,A007-06-01,true,49,36,88886
422,ANTING DEWASA,,0008000A0001,3,0,A008-10-01,true,49,40,88935
473,BLUSH ON (PERONA PIPI),,000900050003,3,0,A009-05-03,true,49,33,88984
794,PASTA GIGI ANAK & BAYI,,0002000100010003,4,0,A002-01-01-03,true,49,41,89033
806,2IN1 WASH ANAK & BAYI,,0002000100040001,4,0,A002-01-04-01,true,49,41,89082
871,SELIMUT ANAK & BAYI,,0002000300070005,4,0,A002-03-07-05,true,49,49,89131
1074,MAKANAN ANJING,,0005000700030001,4,0,A005-08-03-01,true,49,22,89180
1091,SPEAKER,,000600020001000D,4,0,A006-02-01-13,true,49,31,89229
1278,TAS BAHU WANITA,,0008000E00040003,4,0,A008-14-04-03,true,49,42,89278
1664,WADAH AIR / TEKO AIR MINUM (JUG),,000B000A00070001000300010019,7,0,A003-02-05-01-03-01-45,true,49,47,89327
259,BLENDER,,000600010001,3,0,A006-01-01,true,48,45,89375
384,UNTUK HUJAN,,000800020008,3,3,A008-02-08,true,48,47,89423
389,PAKAIAN ANAK LAKI-LAKI,,000800030001,3,6,A008-03-01,true,48,47,89471
491,ALAT REFLEKSI,,000A00080001,3,0,A010-08-01,true,48,44,89519
860,BANTAL MENYUSUI,,0002000300060002,4,0,A002-03-06-02,true,48,47,89567
1102,USB EXTENSION ,,000600020002000A,4,0,A006-02-02-10,true,48,37,89615
509,MINUMAN ENERGI,,0001000300020009,4,0,A001-02-01-09,true,47,33,89662
1092,TINTA PRINTER,,000600020001000E,4,0,A006-02-01-14,true,47,37,89709
1189,BLAZER WANITA,,0008000500020001,4,0,A008-05-02-01,true,47,46,89756
1286,ATRIBUT LAINNYA,,0008000F00010001,4,0,A008-15-01-01,true,47,47,89803
1310,PINSET & PERALATAN ALIS,,0009000100020006,4,0,A009-01-02-06,true,47,47,89850
1681,GELAS/CUP,,000B000A00070001000300050005,7,7,A003-02-05-01-03-05-05,true,47,46,89897
1698,CENTONG NASI,,000B000A000700010003000100070002,8,0,A003-02-05-01-03-01-07-02,true,47,43,89944
1754,GELAS / CUP KERAMIK,,000B000A000700010003000500050002,8,0,A003-02-05-01-03-05-05-02,true,47,45,89991
1866,PELEMBUT & PEWANGI PAKAIAN (SOFTENER) KEMASAN SACHET,,000B000A000200020003,5,0,A003-02-02-02-03,true,47,35,90038
162,METERAN,,00040001000A,3,0,A004-01-10,true,46,42,90084
455,LIP BALM,,000900020001,3,0,A009-02-01,true,46,33,90130
540,KERIPIK LAINNYA,,0001000500030005,4,0,A001-04-03-99,true,46,35,90176
1263,DOMPET ANAK,,0008000E00010003,4,0,A008-14-01-03,true,46,34,90222
31,OLAHRAGA,,00050004,2,12,A005-05,true,45,42,90267
346,AMPLOP,,000700080001,3,2,A007-08-01,true,45,45,90312
995,SARUNG TANGAN UNTUK MOTOR,,0005000800010004,4,0,A005-02-01-04,true,45,39,90357
1094,KABEL AUDIO,,0006000200020002,4,0,A006-02-02-02,true,45,37,90402
1259,SEPATU SNEAKERS ANAK PEREMPUAN,,0008000B00020008,4,0,A008-11-02-08,true,45,45,90447
1387,MINYAK PIJAT / OBAT GOSOK,,000B0008000A0001000A,5,0,A003-01-10-01-10,true,45,31,90492
1697,CENTONG KUAH (SOUP LADLE),,000B000A000700010003000100070001,8,0,A003-02-05-01-03-01-07-01,true,45,35,90537
1729,TEMPAT KECAP,,000B000A000700010003000300020004,8,0,A003-02-05-01-03-03-02-04,true,45,44,90582
1769,CANGKIR PLASTIK,,000B000A000700010003000500070004,8,0,A003-02-05-01-03-05-07-04,true,45,41,90627
179,PEREKAT,,000400020008,3,0,A004-02-08,true,44,41,90671
373,USB,,00070008000S,3,0,A007-08-28,true,44,22,90715
960,KUNCI KOMBINASI,,0004000100090002,4,0,A004-01-09-02,true,44,40,90759
1474,POPOK (DIAPERS) ANAK & BAYI SEKALI PAKAI (DISPOSABLE) DENGAN PEREKAT,,000200030002000500020002,6,0,A002-03-02-05-02-02,true,44,18,90803
1874,TEMPAT BUMBU,,000B000A000700010003000300010007,8,0,A003-02-05-01-03-03-01-09,true,44,38,90847
6,Elektronik,Electronics,0006,1,3,A006,true,43,37,90890
9,Kosmetik dan Alat Kecantikan,Cosmetics and Beauty,0009,1,5,A009,true,43,27,90933
25,MATERIAL PERBAIKAN RUMAH,,00040002,2,12,A004-02,true,43,41,90976
43,FILE ORGANIZER,,00070006,2,3,A007-06,true,43,29,91019
250,SELANG AIR,,00050005000C,3,0,A005-06-12,true,43,41,91062
631,MINYAK ZAITUN,,00010006000B0009,4,0,A001-05-11-09,true,43,35,91105
884,KAPAS KECANTIKAN,,000B000800020002,4,0,A003-01-02-02,true,43,36,91148
1293,TOPI SEKOLAH,,0008000F00010008,4,0,A008-15-01-08,true,43,43,91191
1500,CAIRAN PEMBERSIH KAMAR MANDI & KLOSET (PORSTEX) KEMASAN BOTOL,,000B000A0003000300020001,6,0,A003-02-03-03-02-01,true,43,31,91234
1508,KARBOL KEMASAN REFILL (POUCH),,000B000A0003000400020002,6,0,A003-02-03-04-02-02,true,43,30,91277
1569,TIRAI,,000B000A000700020003000C,6,0,A003-02-05-02-03-12,true,43,39,91320
1799,KEMEJA,,000F0007000300020006,5,0,Z003-B001-05-01-06,true,43,43,91363
642,SAUS SALAD,,00010006000D0005,4,0,A001-05-13-05,true,42,31,91405
1213,JEANS WANITA,,0008000500050004,4,0,A008-05-05-04,true,42,40,91447
1433,PENGHARUM RUANGAN ELEKTRIK REFILL SAJA,,000B000A000400010002,5,0,A003-02-04-01-02,true,42,29,91489
1477,SABUN CUCI TANGAN CAIR KEMASAN BOTOL,,000B00080003000A00020001,6,0,A003-01-03-10-02-01,true,42,20,91531
20,PERLENGKAPAN ANAK & BAYI,,00020003,2,7,A002-03,true,41,40,91572
367,SAMPUL BUKU,,00070008000M,3,0,A007-08-22,true,41,38,91613
426,KALUNG DEWASA,,0008000A0005,3,0,A008-10-05,true,41,27,91654
963,KUNCI RING,,0004000100090005,4,0,A004-01-09-05,true,41,32,91695
1086,KEYBOARD,,0006000200010008,4,0,A006-02-01-08,true,41,32,91736
1270,TAS RANSEL LAPTOP PRIA,,0008000E00020007,4,0,A008-14-02-07,true,41,41,91777
24,ALAT ALAT PERBAIKAN RUMAH,,00040001,2,25,A004-01,true,40,39,91817
167,SCRAPPER (KAPE),,00040001000F,3,0,A004-01-15,true,40,37,91857
382,KIPAS TANGAN LIPAT,,000800020006,3,0,A008-02-06,true,40,37,91897
410,KACAMATA ANAK,,000800070001,3,0,A008-07-01,true,40,39,91937
588,IKAN & SEAFOOD BEKU,,0001000600070007,4,0,A001-05-07-07,true,40,20,91977
640,MAYONES,,00010006000D0003,4,0,A001-05-13-03,true,40,21,92017
953,PENGHARUM RUANGAN GANTUNG,,000B000A00040002,4,0,A003-02-04-02,true,40,38,92057
1097,KABEL LAN,,0006000200020005,4,0,A006-02-02-05,true,40,30,92097
1414,PELICIN PAKAIAN KEMASAN REFILL (POUCH),,000B000A000200030001,5,0,A003-02-02-03-01,true,40,30,92137
1504,CAIRAN PEMBERSIH LANTAI KEMASAN BOTOL,,000B000A0003000400010001,6,0,A003-02-03-04-01-01,true,40,26,92177
130,PERLENGKAPAN ANAK & BAYI LAINNYA ,,000200030003,3,4,A002-03-03,true,39,37,92216
148,ANTI HAMA & SERANGGA,,000B000A0001,3,6,A003-02-01,true,39,1,92255
205,PERAWATAN MOBIL,,000500010003,3,9,A005-01-03,true,39,37,92294
368,SELOTIP,,00070008000N,3,0,A007-08-23,true,39,39,92333
425,GELANG DEWASA,,0008000A0004,3,0,A008-10-04,true,39,19,92372
543,POPCORN,,0001000500040003,4,0,A001-04-04-03,true,39,28,92411
867,BANTAL ANAK & BAYI,,0002000300070001,4,0,A002-03-07-01,true,39,37,92450
1218,STOCKING WANITA,,0008000500050009,4,0,A008-05-05-09,true,39,34,92489
1653,RAK PENGERING PIRING,,000B000A0007000100030001000Y,7,0,A003-02-05-01-03-01-34,true,39,37,92528
1678,SENDOK,,000B000A00070001000300050002,7,2,A003-02-05-01-03-05-02,true,39,38,92567
1699,KOREK API GAS,,000B000A0007000100030001000M0001,8,0,A003-02-05-01-03-01-22-01,true,39,37,92606
1701,NAMPAN PLASTIK,,000B000A0007000100030001000O0001,8,0,A003-02-05-01-03-01-24-01,true,39,34,92645
1719,PANCI SAYUR,,000B000A000700010003000200050004,8,0,A003-02-05-01-03-02-05-04,true,39,32,92684
214,KAIN FELT,,000500020006,3,0,A005-03-06,true,38,33,92722
324,FRAME FOTO,,000700050003,3,0,A007-05-03,true,38,27,92760
520,KOPI RTD KEMASAN BOTOL/ PACK,,0001000400030002,4,0,A001-03-02-01,true,38,25,92798
648,SELAI,,00010006000E0002,4,0,A001-05-14-02,true,38,22,92836
673,KURMA,,000100070001000C,4,0,A001-06-01-12,true,38,17,92874
1385,MINYAK KAYU PUTIH,,000B0008000A00010008,5,0,A003-01-10-01-08,true,38,32,92912
1470,KECAP MANIS KEMASAN REFILL (POUCH),,00010006000D000200040002,6,0,A001-05-13-02-04-02,true,38,28,92950
1596,SAPU NILON,,000B000A00070001000100090003,7,0,A003-02-05-01-01-09-03,true,38,37,92988
1601,SIKAT CUCI BAJU,,000B000A000700010001000C0002,7,0,A003-02-05-01-01-12-02,true,38,38,93026
1610,TISU GULUNG,,000B000A000700010001000D0004,7,0,A003-02-05-01-01-13-04,true,38,31,93064
1667,KOMPOR GAS,,000B000A00070001000300020003,7,8,A003-02-05-01-03-02-03,true,38,35,93102
1731,KERANJANG ANYAMAN,,000B000A000700010003000400010002,8,0,A003-02-05-01-03-04-01-02,true,38,31,93140
1767,CANGKIR KERAMIK,,000B000A000700010003000500070002,8,0,A003-02-05-01-03-05-07-02,true,38,34,93178
1803,FORMAL,,000F0007000300020002,5,0,Z003-B001-05-01-02,true,38,38,93216
1850,SAMBAL KEMASAN JAR,,00010006000D000600010003,6,0,A001-05-13-06-01-03,true,38,24,93254
8,Fashion,Fashion,0008,1,16,A008,true,37,36,93291
156,GERGAJI,,000400010004,3,0,A004-01-04,true,37,31,93328
604,KORNET,,0001000600080007,4,0,A001-05-08-07,true,37,27,93365
1121,ALAT CUTTER,,0007000800070001,4,0,A007-08-07-01,true,37,30,93402
1553,LEMARI PENYIMPANAN SUSUN,,000B000A0007000100040007,6,0,A003-02-05-01-04-07,true,37,37,93439
1720,PANCI SUSU,,000B000A000700010003000200050005,8,0,A003-02-05-01-03-02-05-05,true,37,36,93476
1724,ZIPPER BAG,,000B000A000700010003000300010004,8,0,A003-02-05-01-03-03-01-04,true,37,35,93513
1841,CLIPBOARD,,000700020009,3,0,A007-02-08,true,37,32,93550
219,PENITI,,00050002000B,3,0,A005-03-11,true,36,35,93586
314,BUKU ROHANI,,000700030004,3,0,A007-03-04,true,36,32,93622
554,TEPUNG KUE INSTANT,,0001000600010001,4,0,A001-05-01-01,true,36,27,93658
818,SIKAT BOTOL SUSU & DOT,,0002000200010005,4,0,A002-02-01-05,true,36,33,93694
1179,CELANA BOXER,,0008000400080001,4,0,A008-04-06-01,true,36,36,93730
1185,KAUS POLO WANITA,,0008000500010003,4,0,A008-05-01-03,true,36,36,93766
1297,SERAGAM PANGSI,,0008000F00020004,4,0,A008-15-02-04,true,36,36,93802
1586,KAIN MICROFIBER,,000B000A00070001000100030005,7,0,A003-02-05-01-01-03-05,true,36,31,93838
1737,SENDOK STAINLESS ,,000B000A000700010003000500020002,8,0,A003-02-05-01-03-05-02-02,true,36,32,93874
181,SEAL TAPE,,00040002000A,3,0,A004-02-10,true,35,31,93909
220,PITA,,00050002000C,3,7,A005-03-12,true,35,31,93944
276,ANTENA TV,,000600030003,3,0,A006-03-03,true,35,33,93979
379,DASI DEWASA,,000800020003,3,0,A008-02-03,true,35,32,94014
385,ROLL (GULUNGAN) RAMBUT DEWASA,,00080002000A,3,0,A008-02-09,true,35,28,94049
497,TENDA,,000A00080007,3,0,A010-08-07,true,35,32,94084
523,KOPI KEMASAN PACK,,00010004000100020003,5,0,A001-03-01-02-03,true,35,32,94119
858,WASLAP MANDI ANAK & BAYI,,0002000300050004,4,0,A002-03-05-04,true,35,35,94154
